# time_index y_index x_index temp_C
4 7 4 5.964
4 7 5 8.901
4 7 6 7.577
4 7 7 6.993
4 7 8 8.575
4 7 9 8.018
4 7 10 8.166
4 7 11 9.081
4 7 12 7.861
4 7 13 9.440
4 7 14 10.951
4 7 15 10.057
4 7 16 9.646
4 7 17 9.805
4 7 18 10.145
4 7 19 10.534
4 8 0 5.540
4 8 1 6.838
4 8 2 4.982
4 8 3 7.321
4 8 4 6.591
4 8 5 7.459
4 8 6 6.519
4 8 7 8.747
4 8 8 8.944
4 8 9 8.978
4 8 10 7.262
4 8 11 9.400
4 8 12 9.324
4 8 13 7.979
4 8 14 9.507
4 8 15 10.081
4 8 16 10.497
4 8 17 10.458
4 8 18 10.812
4 8 19 12.021
4 9 0 6.928
4 9 1 3.917
4 9 2 6.220
4 9 3 6.605
4 9 4 5.598
4 9 5 7.339
4 9 6 8.525
4 9 7 6.920
4 9 8 8.322
4 9 9 7.583
4 9 10 8.041
4 9 11 10.024
4 9 12 8.671
4 9 13 9.738
4 9 14 8.135
4 9 15 11.385
4 9 16 10.640
4 9 17 10.275
4 9 18 11.145
4 9 19 9.820
4 10 0 6.999
4 10 1 6.057
4 10 2 6.416
4 10 3 6.449
4 10 4 6.641
4 10 5 7.924
4 10 6 7.836
4 10 7 8.416
4 10 8 8.151
4 10 9 8.832
4 10 10 8.349
4 10 11 10.731
4 10 12 7.956
4 10 13 10.482
4 10 14 10.831
4 10 15 9.318
4 10 16 12.047
4 10 17 11.323
4 10 18 11.566
4 10 19 11.075
4 11 0 5.984
4 11 1 6.254
4 11 2 6.997
4 11 3 8.068
4 11 4 7.356
4 11 5 6.745
4 11 6 8.396
4 11 7 8.737
4 11 8 8.787
4 11 9 9.123
4 11 10 8.573
4 11 11 8.309
4 11 12 8.621
4 11 13 8.271
4 11 14 10.032
4 11 15 10.039
4 11 16 10.016
4 11 17 8.267
4 11 18 9.897
4 11 19 12.055
4 12 0 5.731
4 12 1 6.815
4 12 2 5.677
4 12 3 8.204
4 12 4 7.201
4 12 5 7.811
4 12 6 9.703
4 12 7 9.318
4 12 8 8.123
4 12 9 8.157
4 12 10 8.634
4 12 11 9.566
4 12 12 9.337
4 12 13 9.368
4 12 14 11.121
4 12 15 10.119
4 12 16 12.313
4 12 17 10.809
4 12 18 12.428
4 12 19 11.549
4 13 0 7.139
4 13 1 6.052
4 13 2 6.212
4 13 3 7.526
4 13 4 8.212
4 13 5 7.716
4 13 6 6.918
4 13 7 7.122
4 13 8 7.332
4 13 9 7.323
4 13 10 9.088
4 13 11 10.163
4 13 12 9.516
4 13 13 7.981
4 13 14 9.900
4 13 15 10.186
4 13 16 12.256
4 13 17 9.676
4 13 18 10.793
4 13 19 12.733
4 14 0 6.834
4 14 1 7.187
4 14 2 7.092
4 14 3 7.527
4 14 4 8.148
4 14 5 7.142
4 14 6 8.755
4 14 7 7.217
4 14 8 8.842
4 14 9 8.985
4 14 10 8.612
4 14 11 9.350
4 14 12 9.134
4 14 13 9.037
4 14 14 9.875
4 14 15 9.538
4 14 16 10.942
4 14 17 10.027
4 14 18 11.780
4 14 19 10.529
4 15 0 6.126
4 15 1 6.342
4 15 2 8.165
4 15 3 7.633
4 15 4 7.462
4 15 5 8.294
4 15 6 6.472
4 15 7 8.387
4 15 8 10.282
4 15 9 9.053
4 15 10 9.265
4 15 11 9.912
4 15 12 10.453
4 15 13 8.402
4 15 14 8.917
4 15 15 10.695
4 15 16 10.218
4 15 17 12.102
4 15 18 11.064
4 15 19 10.031
4 16 0 5.670
4 16 1 4.748
4 16 2 7.023
4 16 3 7.323
4 16 4 7.397
4 16 5 8.863
4 16 6 9.222
4 16 7 8.390
4 16 8 7.082
4 16 9 9.546
4 16 10 9.760
4 16 11 9.826
4 16 12 10.627
4 16 13 9.173
4 16 14 11.975
4 16 15 9.864
4 16 16 11.494
4 16 17 9.808
4 16 18 10.677
4 16 19 12.897
4 17 0 6.581
4 17 1 7.725
4 17 2 7.505
4 17 3 7.495
4 17 4 8.933
4 17 5 7.916
4 17 6 6.944
4 17 7 7.989
4 17 8 9.336
4 17 9 9.474
4 17 10 8.167
4 17 11 9.105
4 17 12 9.482
4 17 13 9.918
4 17 14 9.373
4 17 15 10.234
4 17 16 10.417
4 17 17 11.880
4 17 18 12.174
4 17 19 11.673
4 18 0 6.581
4 18 1 7.270
4 18 2 6.768
4 18 3 6.767
4 18 4 7.195
4 18 5 7.703
4 18 6 7.543
4 18 7 8.866
4 18 8 9.584
4 18 9 7.993
4 18 10 9.546
4 18 11 9.614
4 18 12 10.326
4 18 13 10.305
4 18 14 9.416
4 18 15 9.832
4 18 16 11.129
4 18 17 12.191
4 18 18 9.860
4 18 19 12.171
4 19 0 7.952
4 19 1 7.141
4 19 2 7.966
4 19 3 7.227
4 19 4 7.957
4 19 5 7.019
4 19 6 6.703
4 19 7 9.596
4 19 8 8.317
4 19 9 9.004
4 19 10 8.522
4 19 11 8.767
4 19 12 10.019
4 19 13 9.837
4 19 14 10.987
4 19 15 11.309
4 19 16 11.467
4 19 17 11.665
4 19 18 12.999
4 19 19 11.146
5 0 0 9.956
5 0 1 11.169
5 0 2 11.538
5 0 3 9.652
5 0 4 10.803
5 0 5 12.402
5 0 6 11.985
5 0 7 11.998
5 0 8 11.931
5 0 9 12.061
5 0 10 12.862
5 0 11 12.693
5 0 12 13.124
5 0 13 13.484
5 0 14 13.142
5 0 15 14.373
5 0 16 16.542
5 0 17 13.052
5 0 18 14.996
5 0 19 14.392
5 1 0 10.567
5 1 1 10.406
5 1 2 11.241
5 1 3 11.835
5 1 4 11.312
5 1 5 12.327
5 1 6 9.809
5 1 7 13.220
5 1 8 12.511
5 1 9 13.336
5 1 10 11.761
5 1 11 12.335
5 1 12 13.380
5 1 13 13.513
5 1 14 14.016
5 1 15 14.920
5 1 16 12.904
5 1 17 15.358
5 1 18 14.849
5 1 19 14.942
5 2 0 9.034
5 2 1 10.876
5 2 2 8.806
5 2 3 11.519
5 2 4 10.069
5 2 5 11.569
5 2 6 11.694
5 2 7 12.988
5 2 8 12.173
5 2 9 12.024
5 2 10 12.437
5 2 11 14.124
5 2 12 13.797
5 2 13 13.323
5 2 14 13.706
5 2 15 12.904
5 2 16 14.732
5 2 17 13.276
5 2 18 15.549
5 2 19 15.313
5 3 0 12.225
5 3 1 9.699
5 3 2 10.760
5 3 3 12.544
5 3 4 12.322
5 3 5 11.075
5 3 6 12.074
5 3 7 12.159
5 3 8 12.647
5 3 9 12.125
5 3 10 12.876
5 3 11 11.932
5 3 12 13.582
5 3 13 14.097
5 3 14 13.818
5 3 15 12.971
5 3 16 15.317
5 3 17 15.081
5 3 18 14.472
5 3 19 15.091
5 4 0 9.221
5 4 1 9.864
5 4 2 10.517
5 4 3 12.193
5 4 4 10.962
5 4 5 12.249
5 4 6 11.569
5 4 7 12.462
5 4 8 12.413
5 4 9 13.488
5 4 10 12.625
5 4 11 12.058
5 4 12 12.473
5 4 13 13.417
5 4 14 13.106
5 4 15 14.697
5 4 16 14.259
5 4 17 16.794
5 4 18 13.768
5 4 19 15.584
5 5 0 9.624
5 5 1 10.395
5 5 2 11.166
5 5 3 9.455
5 5 4 11.768
5 5 5 13.364
5 5 6 11.743
5 5 7 12.576
5 5 8 13.452
5 5 9 12.764
5 5 10 12.693
5 5 11 11.600
5 5 12 14.197
5 5 13 13.857
5 5 14 13.400
5 5 15 14.575
5 5 16 14.270
5 5 17 14.577
5 5 18 15.748
5 5 19 14.456
5 6 0 11.469
5 6 1 9.777
5 6 2 10.628
5 6 3 12.959
5 6 4 12.586
5 6 5 12.025
5 6 6 11.458
5 6 7 12.050
5 6 8 12.795
5 6 9 13.030
5 6 10 13.190
5 6 11 13.502
5 6 12 13.618
5 6 13 12.899
5 6 14 13.903
5 6 15 15.311
5 6 16 13.747
5 6 17 14.954
5 6 18 14.713
5 6 19 15.721
5 7 0 10.426
5 7 1 12.182
5 7 2 11.668
5 7 3 10.477
5 7 4 12.326
5 7 5 11.433
5 7 6 11.854
5 7 7 12.830
5 7 8 12.449
5 7 9 13.820
5 7 10 12.749
5 7 11 13.136
5 7 12 13.370
5 7 13 13.705
5 7 14 15.300
5 7 15 15.187
5 7 16 16.315
5 7 17 17.025
5 7 18 14.649
5 7 19 15.793
5 8 0 9.901
5 8 1 10.483
5 8 2 10.864
5 8 3 10.786
5 8 4 11.053
5 8 5 12.042
5 8 6 11.448
5 8 7 13.358
5 8 8 12.213
5 8 9 15.458
5 8 10 13.113
5 8 11 13.794
5 8 12 12.964
5 8 13 15.628
5 8 14 15.422
5 8 15 15.027
5 8 16 13.975
5 8 17 15.484
5 8 18 14.682
5 8 19 17.012
5 9 0 11.595
5 9 1 11.287
5 9 2 9.525
5 9 3 10.950
5 9 4 12.550
5 9 5 13.233
5 9 6 13.414
5 9 7 11.516
5 9 8 13.294
5 9 9 14.128
5 9 10 12.252
5 9 11 13.836
5 9 12 14.324
5 9 13 14.128
5 9 14 13.150
5 9 15 14.634
5 9 16 14.896
5 9 17 15.303
5 9 18 15.233
5 9 19 15.593
5 10 0 11.021
5 10 1 11.670
5 10 2 11.335
5 10 3 11.514
5 10 4 12.179
5 10 5 10.832
5 10 6 13.013
5 10 7 12.894
5 10 8 13.190
5 10 9 14.190
5 10 10 12.122
5 10 11 12.368
5 10 12 14.430
5 10 13 14.468
5 10 14 14.873
5 10 15 14.630
5 10 16 15.795
5 10 17 16.272
5 10 18 16.177
5 10 19 15.844
5 11 0 9.472
5 11 1 12.036
5 11 2 12.662
5 11 3 12.463
5 11 4 11.507
5 11 5 13.013
5 11 6 13.425
5 11 7 14.247
5 11 8 12.562
5 11 9 13.345
5 11 10 14.387
5 11 11 14.099
5 11 12 13.422
5 11 13 14.911
5 11 14 15.305
5 11 15 15.176
5 11 16 15.544
5 11 17 15.425
5 11 18 17.077
5 11 19 15.437
5 12 0 10.793
5 12 1 11.535
5 12 2 12.493
5 12 3 10.855
5 12 4 11.268
5 12 5 10.949
5 12 6 12.868
5 12 7 12.211
5 12 8 13.061
5 12 9 14.161
5 12 10 13.382
5 12 11 14.343
5 12 12 14.182
5 12 13 15.222
5 12 14 15.327
5 12 15 14.657
5 12 16 15.339
5 12 17 16.572
5 12 18 16.315
5 12 19 15.146
5 13 0 11.893
5 13 1 10.764
5 13 2 13.025
5 13 3 12.977
5 13 4 12.653
5 13 5 12.810
5 13 6 12.780
5 13 7 13.753
5 13 8 13.177
5 13 9 13.925
5 13 10 14.698
5 13 11 13.814
5 13 12 14.033
5 13 13 13.834
5 13 14 14.201
5 13 15 13.853
5 13 16 16.163
5 13 17 17.289
5 13 18 17.246
5 13 19 15.068
5 14 0 12.054
5 14 1 12.875
5 14 2 11.635
5 14 3 12.344
5 14 4 10.920
5 14 5 13.003
5 14 6 12.202
5 14 7 13.475
5 14 8 12.330
5 14 9 14.276
5 14 10 14.925
5 14 11 13.742
5 14 12 13.722
5 14 13 13.170
5 14 14 14.945
5 14 15 14.956
5 14 16 14.443
5 14 17 16.310
5 14 18 15.851
5 14 19 15.613
5 15 0 11.135
5 15 1 12.699
5 15 2 12.588
5 15 3 12.264
5 15 4 13.127
5 15 5 11.966
5 15 6 13.184
5 15 7 13.539
5 15 8 13.308
5 15 9 14.296
5 15 10 13.586
5 15 11 14.882
5 15 12 15.178
5 15 13 12.666
5 15 14 16.215
5 15 15 13.088
5 15 16 15.297
5 15 17 16.873
5 15 18 16.062
5 15 19 15.406
5 16 0 10.809
5 16 1 12.769
5 16 2 10.673
5 16 3 13.377
5 16 4 12.693
5 16 5 12.046
5 16 6 12.797
5 16 7 12.713
5 16 8 14.482
5 16 9 14.639
5 16 10 12.940
5 16 11 14.256
5 16 12 14.152
5 16 13 16.140
5 16 14 14.288
5 16 15 16.915
5 16 16 15.868
5 16 17 15.228
5 16 18 15.879
5 16 19 16.043
5 17 0 10.770
5 17 1 12.128
5 17 2 11.333
5 17 3 10.835
5 17 4 12.538
5 17 5 11.663
5 17 6 12.767
5 17 7 12.904
5 17 8 13.198
5 17 9 15.759
5 17 10 14.466
5 17 11 14.881
5 17 12 13.526
5 17 13 14.687
5 17 14 15.646
5 17 15 14.917
5 17 16 16.726
5 17 17 15.301
5 17 18 16.297
5 17 19 16.321
5 18 0 12.026
5 18 1 11.646
5 18 2 12.204
5 18 3 12.495
5 18 4 12.360
5 18 5 13.599
5 18 6 13.664
5 18 7 13.666
5 18 8 13.656
5 18 9 14.900
5 18 10 14.338
5 18 11 14.544
5 18 12 15.136
5 18 13 16.673
5 18 14 14.507
5 18 15 16.458
5 18 16 14.591
5 18 17 16.542
5 18 18 17.892
5 18 19 17.286
5 19 0 12.137
5 19 1 11.815
5 19 2 12.551
5 19 3 12.588
5 19 4 12.424
5 19 5 13.084
5 19 6 13.738
5 19 7 13.228
5 19 8 13.460
5 19 9 13.280
5 19 10 14.944
5 19 11 15.331
5 19 12 15.343
5 19 13 16.193
5 19 14 15.755
5 19 15 16.261
5 19 16 16.454
5 19 17 16.400
5 19 18 16.312
5 19 19 18.771
6 0 0 13.299
6 0 1 13.391
6 0 2 14.534
6 0 3 14.651
6 0 4 13.589
6 0 5 15.874
6 0 6 15.164
6 0 7 14.614
6 0 8 16.717
6 0 9 16.529
6 0 10 15.280
6 0 11 17.977
6 0 12 17.345
6 0 13 17.073
6 0 14 18.617
6 0 15 17.735
6 0 16 17.848
6 0 17 17.606
6 0 18 18.863
6 0 19 19.042
6 1 0 13.777
6 1 1 13.397
6 1 2 14.396
6 1 3 14.499
6 1 4 13.751
6 1 5 13.904
6 1 6 15.797
6 1 7 13.526
6 1 8 16.035
6 1 9 15.751
6 1 10 17.444
6 1 11 16.265
6 1 12 17.451
6 1 13 16.869
6 1 14 17.541
6 1 15 18.302
6 1 16 17.606
6 1 17 19.036
6 1 18 17.707
6 1 19 19.001
6 2 0 14.609
6 2 1 14.662
6 2 2 15.930
6 2 3 14.050
6 2 4 13.820
6 2 5 14.391
6 2 6 15.978
6 2 7 16.111
6 2 8 16.058
6 2 9 15.341
6 2 10 17.116
6 2 11 15.786
6 2 12 17.956
6 2 13 19.578
6 2 14 17.848
6 2 15 18.285
6 2 16 17.687
6 2 17 16.896
6 2 18 18.125
6 2 19 17.996
6 3 0 12.818
6 3 1 15.617
6 3 2 14.721
6 3 3 15.069
6 3 4 14.781
6 3 5 15.154
6 3 6 16.327
6 3 7 15.792
6 3 8 16.506
6 3 9 16.188
6 3 10 16.334
6 3 11 15.745
6 3 12 15.552
6 3 13 17.188
6 3 14 17.705
6 3 15 16.895
6 3 16 18.159
6 3 17 18.493
6 3 18 16.988
6 3 19 18.244
6 4 0 14.407
6 4 1 14.654
6 4 2 13.685
6 4 3 14.998
6 4 4 15.952
6 4 5 16.019
6 4 6 15.584
6 4 7 15.549
6 4 8 15.683
6 4 9 16.824
6 4 10 16.869
6 4 11 17.480
6 4 12 17.345
6 4 13 18.157
6 4 14 17.841
6 4 15 18.656
6 4 16 18.988
6 4 17 17.911
6 4 18 17.372
6 4 19 20.316
6 5 0 14.392
6 5 1 13.078
6 5 2 14.142
6 5 3 15.594
6 5 4 15.015
6 5 5 15.093
6 5 6 16.886
6 5 7 15.191
6 5 8 15.653
6 5 9 16.724
6 5 10 17.131
6 5 11 17.478
6 5 12 18.073
6 5 13 17.766
6 5 14 18.262
6 5 15 17.927
6 5 16 18.447
6 5 17 18.746
6 5 18 19.095
6 5 19 19.805
6 6 0 14.736
6 6 1 14.590
6 6 2 14.171
6 6 3 15.135
6 6 4 15.322
6 6 5 15.762
6 6 6 17.636
6 6 7 15.715
6 6 8 16.735
6 6 9 17.515
6 6 10 17.002
6 6 11 19.057
6 6 12 17.147
6 6 13 17.972
6 6 14 17.337
6 6 15 17.958
6 6 16 18.702
6 6 17 19.443
6 6 18 19.284
6 6 19 20.299
6 7 0 14.321
6 7 1 14.395
6 7 2 17.087
6 7 3 15.502
6 7 4 14.874
6 7 5 15.157
6 7 6 15.222
6 7 7 16.988
6 7 8 16.211
6 7 9 16.867
6 7 10 16.978
6 7 11 17.877
6 7 12 16.878
6 7 13 16.958
6 7 14 18.261
6 7 15 18.825
6 7 16 18.874
6 7 17 18.223
6 7 18 19.676
6 7 19 18.802
6 8 0 14.085
6 8 1 14.010
6 8 2 16.070
6 8 3 15.799
6 8 4 16.039
6 8 5 16.816
6 8 6 18.331
6 8 7 14.977
6 8 8 16.017
6 8 9 16.378
6 8 10 16.453
6 8 11 16.535
6 8 12 17.421
6 8 13 16.950
6 8 14 18.455
6 8 15 18.491
6 8 16 19.098
6 8 17 19.382
6 8 18 19.722
6 8 19 19.204
6 9 0 16.305
6 9 1 15.058
6 9 2 13.644
6 9 3 14.595
6 9 4 14.268
6 9 5 15.937
6 9 6 16.089
6 9 7 16.075
6 9 8 18.322
6 9 9 17.415
6 9 10 17.820
6 9 11 16.758
6 9 12 16.966
6 9 13 18.058
6 9 14 18.430
6 9 15 17.070
6 9 16 18.674
6 9 17 19.093
6 9 18 19.172
6 9 19 18.957
6 10 0 14.281
6 10 1 14.835
6 10 2 15.312
6 10 3 15.986
6 10 4 16.630
6 10 5 15.793
6 10 6 15.927
6 10 7 16.905
6 10 8 17.307
6 10 9 16.734
6 10 10 17.977
6 10 11 18.391
6 10 12 18.904
6 10 13 19.557
6 10 14 17.704
6 10 15 18.671
6 10 16 18.932
6 10 17 19.108
6 10 18 18.930
6 10 19 18.524
6 11 0 14.892
6 11 1 14.467
6 11 2 15.413
6 11 3 14.972
6 11 4 14.991
6 11 5 16.321
6 11 6 16.518
6 11 7 17.124
6 11 8 18.672
6 11 9 17.408
6 11 10 17.838
6 11 11 16.851
6 11 12 16.947
6 11 13 19.505
6 11 14 17.764
6 11 15 17.930
6 11 16 18.997
6 11 17 19.220
6 11 18 18.833
6 11 19 19.574
6 12 0 15.907
6 12 1 14.542
6 12 2 14.335
6 12 3 16.467
6 12 4 16.370
6 12 5 15.743
6 12 6 15.237
6 12 7 16.170
6 12 8 16.985
6 12 9 18.224
6 12 10 16.726
6 12 11 17.751
6 12 12 18.621
6 12 13 16.439
6 12 14 19.435
6 12 15 17.925
6 12 16 19.400
6 12 17 19.594
6 12 18 20.528
6 12 19 20.364
6 13 0 13.127
6 13 1 14.664
6 13 2 15.666
6 13 3 15.662
6 13 4 16.463
6 13 5 16.976
6 13 6 17.094
6 13 7 16.699
6 13 8 15.657
6 13 9 17.033
6 13 10 17.993
6 13 11 17.051
6 13 12 18.692
6 13 13 19.176
6 13 14 18.814
6 13 15 16.525
6 13 16 18.217
6 13 17 21.011
6 13 18 19.328
6 13 19 18.441
6 14 0 16.122
6 14 1 15.408
6 14 2 16.544
6 14 3 16.145
6 14 4 16.553
6 14 5 16.740
6 14 6 17.271
6 14 7 18.798
6 14 8 18.016
6 14 9 16.238
6 14 10 18.123
6 14 11 18.942
6 14 12 19.254
6 14 13 18.214
6 14 14 19.750
6 14 15 19.824
6 14 16 21.402
6 14 17 19.008
6 14 18 19.465
6 14 19 19.889
6 15 0 14.847
6 15 1 14.790
6 15 2 13.555
6 15 3 15.681
6 15 4 16.587
6 15 5 16.160
6 15 6 18.366
6 15 7 17.092
6 15 8 18.377
6 15 9 17.817
6 15 10 18.532
6 15 11 18.357
6 15 12 19.492
6 15 13 18.705
6 15 14 19.320
6 15 15 19.480
6 15 16 19.219
6 15 17 20.037
6 15 18 21.764
6 15 19 20.023
6 16 0 15.680
6 16 1 16.614
6 16 2 16.783
6 16 3 16.143
6 16 4 14.490
6 16 5 17.074
6 16 6 15.148
6 16 7 18.363
6 16 8 17.585
6 16 9 18.513
6 16 10 17.254
6 16 11 16.997
6 16 12 18.711
6 16 13 18.739
6 16 14 18.635
6 16 15 19.360
6 16 16 21.769
6 16 17 20.486
6 16 18 20.921
6 16 19 21.020
6 17 0 16.633
6 17 1 15.561
6 17 2 14.332
6 17 3 16.088
6 17 4 17.152
6 17 5 15.990
6 17 6 16.888
6 17 7 16.738
6 17 8 18.757
6 17 9 18.418
6 17 10 18.603
6 17 11 18.842
6 17 12 18.578
6 17 13 19.029
6 17 14 18.186
6 17 15 17.648
6 17 16 19.780
6 17 17 20.183
6 17 18 21.154
6 17 19 21.707
6 18 0 16.811
6 18 1 15.020
6 18 2 15.799
6 18 3 16.729
6 18 4 18.633
6 18 5 18.055
6 18 6 18.029
6 18 7 17.087
6 18 8 16.954
6 18 9 18.555
6 18 10 17.306
6 18 11 18.259
6 18 12 18.621
6 18 13 20.250
6 18 14 18.955
6 18 15 17.551
6 18 16 20.169
6 18 17 19.469
6 18 18 20.326
6 18 19 20.486
6 19 0 15.441
6 19 1 16.556
6 19 2 14.960
6 19 3 16.036
6 19 4 17.260
6 19 5 16.485
6 19 6 15.952
6 19 7 18.037
6 19 8 18.664
6 19 9 17.993
6 19 10 16.723
6 19 11 19.120
6 19 12 17.490
6 19 13 19.328
6 19 14 18.634
6 19 15 18.680
6 19 16 19.517
6 19 17 19.987
6 19 18 19.882
6 19 19 21.131
7 0 0 14.643
7 0 1 16.047
7 0 2 15.751
7 0 3 15.231
7 0 4 15.360
7 0 5 14.998
7 0 6 16.812
7 0 7 16.558
7 0 8 15.208
7 0 9 16.940
7 0 10 16.911
7 0 11 19.155
7 0 12 16.796
7 0 13 17.268
7 0 14 19.572
7 0 15 20.033
7 0 16 18.615
7 0 17 18.968
7 0 18 20.230
7 0 19 18.138
7 1 0 13.616
7 1 1 15.144
7 1 2 16.871
7 1 3 15.546
7 1 4 16.239
7 1 5 17.328
7 1 6 18.370
7 1 7 16.486
7 1 8 17.197
7 1 9 18.931
7 1 10 16.519
7 1 11 18.822
7 1 12 17.449
7 1 13 18.608
7 1 14 18.595
7 1 15 18.286
7 1 16 18.529
7 1 17 19.800
7 1 18 20.639
7 1 19 20.001
7 2 0 15.267
7 2 1 15.931
7 2 2 14.960
7 2 3 16.592
7 2 4 16.919
7 2 5 18.609
7 2 6 16.489
7 2 7 16.686
7 2 8 17.931
7 2 9 18.234
7 2 10 17.414
7 2 11 17.783
7 2 12 18.801
7 2 13 17.970
7 2 14 18.566
7 2 15 19.230
7 2 16 20.218
7 2 17 19.201
7 2 18 18.473
7 2 19 18.677
7 3 0 14.308
7 3 1 14.528
7 3 2 15.718
7 3 3 15.154
7 3 4 15.806
7 3 5 16.012
7 3 6 16.542
7 3 7 18.216
7 3 8 17.951
7 3 9 17.697
7 3 10 17.579
7 3 11 17.864
7 3 12 18.736
7 3 13 19.204
7 3 14 18.274
7 3 15 19.292
7 3 16 17.901
7 3 17 19.959
7 3 18 20.662
7 3 19 20.092
7 4 0 16.874
7 4 1 14.979
7 4 2 16.121
7 4 3 16.182
7 4 4 16.393
7 4 5 16.645
7 4 6 17.086
7 4 7 17.942
7 4 8 18.629
7 4 9 17.788
7 4 10 18.705
7 4 11 17.754
7 4 12 19.192
7 4 13 18.233
7 4 14 19.978
7 4 15 21.137
7 4 16 19.534
7 4 17 18.141
7 4 18 19.719
7 4 19 21.407
7 5 0 15.969
7 5 1 15.989
7 5 2 16.860
7 5 3 16.703
7 5 4 17.553
7 5 5 17.578
7 5 6 18.323
7 5 7 17.655
7 5 8 18.356
7 5 9 17.649
7 5 10 17.677
7 5 11 19.786
7 5 12 18.857
7 5 13 19.591
7 5 14 19.310
7 5 15 19.004
7 5 16 19.746
7 5 17 21.149
7 5 18 20.707
7 5 19 19.157
7 6 0 15.459
7 6 1 17.321
7 6 2 15.987
7 6 3 14.981
7 6 4 18.199
7 6 5 17.493
7 6 6 17.155
7 6 7 17.177
7 6 8 18.603
7 6 9 17.566
7 6 10 19.182
7 6 11 18.960
7 6 12 18.985
7 6 13 19.169
7 6 14 19.176
7 6 15 20.415
7 6 16 19.150
7 6 17 18.808
7 6 18 20.860
7 6 19 21.137
7 7 0 16.121
7 7 1 16.326
7 7 2 16.007
7 7 3 17.156
7 7 4 16.753
7 7 5 16.663
7 7 6 17.066
7 7 7 19.195
7 7 8 16.454
7 7 9 18.505
7 7 10 17.025
7 7 11 18.545
7 7 12 18.548
7 7 13 17.490
7 7 14 19.732
7 7 15 19.380
7 7 16 18.268
7 7 17 20.882
7 7 18 21.622
7 7 19 21.929
7 8 0 16.129
7 8 1 16.142
7 8 2 17.431
7 8 3 17.977
7 8 4 17.802
7 8 5 16.405
7 8 6 17.582
7 8 7 18.036
7 8 8 16.500
7 8 9 18.586
7 8 10 20.292
7 8 11 19.249
7 8 12 20.179
7 8 13 19.409
7 8 14 19.468
7 8 15 20.094
7 8 16 19.400
7 8 17 19.545
7 8 18 21.592
7 8 19 21.940
7 9 0 15.154
7 9 1 16.985
7 9 2 16.404
7 9 3 17.009
7 9 4 17.368
7 9 5 18.059
7 9 6 17.592
7 9 7 18.918
7 9 8 18.300
7 9 9 18.815
7 9 10 17.912
7 9 11 20.569
7 9 12 19.481
7 9 13 19.939
7 9 14 18.345
7 9 15 19.237
7 9 16 21.148
7 9 17 20.651
7 9 18 19.153
7 9 19 21.778
7 10 0 15.618
7 10 1 17.445
7 10 2 16.509
7 10 3 17.006
7 10 4 18.048
7 10 5 16.650
7 10 6 16.837
7 10 7 17.738
7 10 8 18.820
7 10 9 17.356
7 10 10 17.350
7 10 11 19.606
7 10 12 18.728
7 10 13 19.160
7 10 14 18.251
7 10 15 19.457
7 10 16 20.257
7 10 17 21.271
7 10 18 20.172
7 10 19 22.379
7 11 0 15.610
7 11 1 15.875
7 11 2 17.914
7 11 3 17.117
7 11 4 16.769
7 11 5 17.350
7 11 6 18.819
7 11 7 19.173
7 11 8 17.610
7 11 9 18.492
7 11 10 18.862
7 11 11 18.264
7 11 12 19.271
7 11 13 19.583
7 11 14 20.754
7 11 15 21.071
7 11 16 20.105
7 11 17 20.460
7 11 18 21.426
7 11 19 20.690
7 12 0 16.734
7 12 1 16.456
7 12 2 16.014
7 12 3 16.287
7 12 4 18.473
7 12 5 17.454
7 12 6 19.154
7 12 7 17.694
7 12 8 18.601
7 12 9 20.546
7 12 10 18.049
7 12 11 17.640
7 12 12 20.450
7 12 13 19.023
7 12 14 19.931
7 12 15 19.742
7 12 16 20.688
7 12 17 19.976
7 12 18 20.856
7 12 19 21.623
7 13 0 15.562
7 13 1 16.072
7 13 2 16.617
7 13 3 16.015
7 13 4 17.083
7 13 5 17.779
7 13 6 17.628
7 13 7 17.993
7 13 8 18.458
7 13 9 18.212
7 13 10 19.553
7 13 11 20.412
7 13 12 19.155
7 13 13 20.178
7 13 14 19.861
7 13 15 20.608
7 13 16 21.832
7 13 17 21.249
7 13 18 19.687
7 13 19 21.732
7 14 0 17.460
7 14 1 16.560
7 14 2 17.797
7 14 3 16.711
7 14 4 16.338
7 14 5 17.902
7 14 6 16.647
7 14 7 18.124
7 14 8 19.608
7 14 9 17.314
7 14 10 18.082
7 14 11 18.543
7 14 12 19.581
7 14 13 19.602
7 14 14 21.277
7 14 15 21.185
7 14 16 21.080
7 14 17 21.064
7 14 18 21.525
7 14 19 20.784
7 15 0 17.265
7 15 1 15.952
7 15 2 17.774
7 15 3 18.317
7 15 4 17.800
7 15 5 17.754
7 15 6 18.478
7 15 7 16.132
7 15 8 18.926
7 15 9 18.857
7 15 10 19.170
7 15 11 20.039
7 15 12 19.677
7 15 13 19.088
7 15 14 20.150
7 15 15 20.580
7 15 16 20.881
7 15 17 21.182
7 15 18 22.147
7 15 19 20.710
7 16 0 16.825
7 16 1 17.979
7 16 2 15.823
7 16 3 17.617
7 16 4 17.269
7 16 5 17.703
7 16 6 17.539
7 16 7 18.391
7 16 8 20.262
7 16 9 18.041
7 16 10 18.380
7 16 11 18.537
7 16 12 21.224
7 16 13 19.735
7 16 14 20.348
7 16 15 20.309
7 16 16 20.139
7 16 17 20.970
7 16 18 23.388
7 16 19 22.798
7 17 0 16.107
7 17 1 17.571
